timestamp,perclos,yawn_count,steering_jerks,hours_driven,driver_fatigue
2026-05-16 19:21:12,0.0392,0,12,0.67,0
2026-05-16 19:22:12,0.0732,0,10,0.68,0
2026-05-16 19:23:12,0.0276,0,10,0.7,0
2026-05-16 19:24:12,0.0622,0,12,0.72,0
2026-05-16 19:25:12,0.0334,0,12,0.73,0
2026-05-16 19:26:12,0.046,0,13,0.75,0
2026-05-16 19:27:12,0.0301,0,11,0.77,0
2026-05-16 19:28:12,0.0364,0,8,0.78,0
2026-05-16 19:29:12,0.0502,0,12,0.8,0
2026-05-16 19:30:12,0.0445,0,11,0.82,0
2026-05-16 19:31:12,0.0162,0,10,0.83,0
2026-05-16 19:32:12,0.0377,0,10,0.85,0
2026-05-16 19:33:12,0.0415,0,12,0.87,0
2026-05-16 19:34:12,0.0825,0,12,0.88,0
2026-05-16 19:35:12,0.05,0,11,0.9,0
2026-05-16 19:36:12,0.0066,0,11,0.92,0
2026-05-16 19:37:12,0.0462,0,16,0.93,0
2026-05-16 19:38:12,0.0413,0,12,0.95,0
2026-05-16 19:39:12,0.0445,0,9,0.97,0
2026-05-16 19:40:12,0.0682,0,13,0.98,0
2026-05-16 19:41:12,0.0612,0,9,1.0,0
2026-05-16 19:42:12,0.0735,0,8,1.02,0
2026-05-16 19:43:12,0.0573,0,16,1.03,0
2026-05-16 19:44:12,0.0259,0,10,1.05,0
2026-05-16 19:45:12,0.0478,0,10,1.07,0
2026-05-16 19:46:12,0.0148,0,11,1.08,0
2026-05-16 19:47:12,0.0247,0,12,1.1,0
2026-05-16 19:48:12,0.0276,0,14,1.12,0
2026-05-16 19:49:12,0.0305,0,11,1.13,0
2026-05-16 19:50:12,0.0625,0,9,1.15,0
2026-05-16 19:51:12,0.0508,0,14,1.17,0
2026-05-16 19:52:12,0.0142,0,12,1.18,0
2026-05-16 19:53:12,0.0517,0,13,1.2,0
2026-05-16 19:54:12,0.0218,0,9,1.22,0
2026-05-16 19:55:12,0.0571,0,12,1.23,0
2026-05-16 19:56:12,0.0518,0,12,1.25,0
2026-05-16 19:57:12,0.0332,0,12,1.27,0
2026-05-16 19:58:12,0.0528,0,10,1.28,0
2026-05-16 19:59:12,0.0843,0,12,1.3,0
2026-05-16 20:00:12,0.0233,0,12,1.32,0
2026-05-16 20:01:12,0.0277,0,13,1.33,0
2026-05-16 20:02:12,0.0705,0,10,1.35,0
2026-05-16 20:03:12,0.0666,0,12,1.37,0
2026-05-16 20:04:12,0.0639,0,15,1.38,0
2026-05-16 20:05:12,0.0427,0,10,1.4,0
2026-05-16 20:06:12,0.0299,0,10,1.42,0
2026-05-16 20:07:12,0.0462,0,12,1.43,0
2026-05-16 20:08:12,0.0534,0,13,1.45,0
2026-05-16 20:09:12,0.0482,0,14,1.47,0
2026-05-16 20:10:12,0.0427,0,17,1.48,0
2026-05-16 20:11:12,0.0606,0,9,1.5,0
2026-05-16 20:12:12,0.0268,0,12,1.52,0
2026-05-16 20:13:12,0.0438,0,13,1.53,0
2026-05-16 20:14:12,0.0578,0,11,1.55,0
2026-05-16 20:15:12,0.0315,0,8,1.57,0
2026-05-16 20:16:12,0.0396,0,13,1.58,0
2026-05-16 20:17:12,0.0529,0,9,1.6,0
2026-05-16 20:18:12,0.0522,0,12,1.62,0
2026-05-16 20:19:12,0.0311,0,11,1.63,0
2026-05-16 20:20:12,0.0501,0,9,1.65,0
2026-05-16 20:21:12,0.0562,0,12,1.67,0
2026-05-16 20:22:12,0.0708,0,13,1.68,0
2026-05-16 20:23:12,0.0216,0,9,1.7,0
2026-05-16 20:24:12,0.0596,0,12,1.72,0
2026-05-16 20:25:12,0.0597,0,19,1.73,0
2026-05-16 20:26:12,0.0609,0,13,1.75,0
2026-05-16 20:27:12,0.0686,0,12,1.77,0
2026-05-16 20:28:12,0.0433,0,13,1.78,0
2026-05-16 20:29:12,0.0343,0,11,1.8,0
2026-05-16 20:30:12,0.0401,0,11,1.82,0
2026-05-16 20:31:12,0.0962,0,7,1.83,0
2026-05-16 20:32:12,0.0637,0,8,1.85,0
2026-05-16 20:33:12,0.0406,0,13,1.87,0
2026-05-16 20:34:12,0.0515,0,9,1.88,0
2026-05-16 20:35:12,0.036,0,12,1.9,0
2026-05-16 20:36:12,0.0357,0,11,1.92,0
2026-05-16 20:37:12,0.0514,0,10,1.93,0
2026-05-16 20:38:12,0.0934,0,12,1.95,0
2026-05-16 20:39:12,0.0101,0,11,1.97,0
2026-05-16 20:40:12,0.0375,0,13,1.98,0
2026-05-16 20:41:12,0.0349,0,11,2.0,0
2026-05-16 20:42:12,0.061,0,13,2.02,0
2026-05-16 20:43:12,0.027,0,10,2.03,0
2026-05-16 20:44:12,0.0416,0,10,2.05,0
2026-05-16 20:45:12,0.0865,0,12,2.07,0
2026-05-16 20:46:12,0.026,0,13,2.08,0
2026-05-16 20:47:12,0.0938,0,13,2.1,0
2026-05-16 20:48:12,0.021,0,10,2.12,0
2026-05-16 20:49:12,0.0769,0,10,2.13,0
2026-05-16 20:50:12,0.0605,0,13,2.15,0
2026-05-16 20:51:12,0.0332,0,11,2.17,0
2026-05-16 20:52:12,0.0,0,9,2.18,0
2026-05-16 20:53:12,0.0468,0,8,2.2,0
2026-05-16 20:54:12,0.0846,0,8,2.22,0
2026-05-16 20:55:12,0.0433,0,11,2.23,0
2026-05-16 20:56:12,0.081,0,8,2.25,0
2026-05-16 20:57:12,0.0755,0,11,2.27,0
2026-05-16 20:58:12,0.0327,0,12,2.28,0
2026-05-16 20:59:12,0.0564,0,10,2.3,0
2026-05-16 21:00:12,0.0539,0,10,2.32,0
2026-05-16 21:01:12,0.0549,0,12,2.33,0
2026-05-16 21:02:12,0.0844,0,8,2.35,0
2026-05-16 21:03:12,0.0954,0,7,2.37,0
2026-05-16 21:04:12,0.0498,0,12,2.38,0
2026-05-16 21:05:12,0.0586,0,10,2.4,0
2026-05-16 21:06:12,0.0489,0,10,2.42,0
2026-05-16 21:07:12,0.0414,0,13,2.43,0
2026-05-16 21:08:12,0.0604,0,10,2.45,0
2026-05-16 21:09:12,0.0713,0,12,2.47,0
2026-05-16 21:10:12,0.0697,0,12,2.48,0
2026-05-16 21:11:12,0.0369,0,10,2.5,0
2026-05-16 21:12:12,0.0685,0,12,2.52,0
2026-05-16 21:13:12,0.0533,0,11,2.53,0
2026-05-16 21:14:12,0.0793,0,10,2.55,0
2026-05-16 21:15:12,0.0648,0,10,2.57,0
2026-05-16 21:16:12,0.0496,0,13,2.58,0
2026-05-16 21:17:12,0.0705,0,13,2.6,0
2026-05-16 21:18:12,0.0802,0,11,2.62,0
2026-05-16 21:19:12,0.0679,0,10,2.63,0
2026-05-16 21:20:12,0.0608,0,11,2.65,0
2026-05-16 21:21:12,0.0563,0,12,2.67,0
2026-05-16 21:22:12,0.0381,0,15,2.68,0
2026-05-16 21:23:12,0.0345,0,8,2.7,0
2026-05-16 21:24:12,0.0778,0,12,2.72,0
2026-05-16 21:25:12,0.0672,0,12,2.73,0
2026-05-16 21:26:12,0.0546,0,9,2.75,0
2026-05-16 21:27:12,0.0565,0,9,2.77,0
2026-05-16 21:28:12,0.0745,0,11,2.78,0
2026-05-16 21:29:12,0.0386,0,10,2.8,0
2026-05-16 21:30:12,0.0635,0,10,2.82,0
2026-05-16 21:31:12,0.0389,0,11,2.83,0
2026-05-16 21:32:12,0.0603,0,10,2.85,0
2026-05-16 21:33:12,0.0461,0,11,2.87,0
2026-05-16 21:34:12,0.0266,0,8,2.88,0
2026-05-16 21:35:12,0.0413,0,10,2.9,0
2026-05-16 21:36:12,0.062,0,14,2.92,0
2026-05-16 21:37:12,0.073,0,10,2.93,0
2026-05-16 21:38:12,0.0555,0,9,2.95,0
2026-05-16 21:39:12,0.0556,0,10,2.97,0
2026-05-16 21:40:12,0.0626,0,9,2.98,0
2026-05-16 21:41:12,0.0666,0,14,3.0,0
2026-05-16 21:42:12,0.0541,0,12,3.02,0
2026-05-16 21:43:12,0.0702,0,10,3.03,0
2026-05-16 21:44:12,0.061,0,11,3.05,0
2026-05-16 21:45:12,0.0585,0,9,3.07,0
2026-05-16 21:46:12,0.0571,0,12,3.08,0
2026-05-16 21:47:12,0.0858,0,13,3.1,0
2026-05-16 21:48:12,0.0999,0,9,3.12,0
2026-05-16 21:49:12,0.0744,0,11,3.13,0
2026-05-16 21:50:12,0.1008,0,9,3.15,0
2026-05-16 21:51:12,0.0403,0,10,3.17,0
2026-05-16 21:52:12,0.0147,0,10,3.18,0
2026-05-16 21:53:12,0.0421,0,11,3.2,0
2026-05-16 21:54:12,0.0642,0,14,3.22,0
2026-05-16 21:55:12,0.0765,0,10,3.23,0
2026-05-16 21:56:12,0.0396,0,12,3.25,0
2026-05-16 21:57:12,0.0312,0,14,3.27,0
2026-05-16 21:58:12,0.0813,0,10,3.28,0
2026-05-16 21:59:12,0.0236,0,13,3.3,0
2026-05-16 22:00:12,0.0556,0,13,3.32,0
2026-05-16 22:01:12,0.0261,0,10,3.33,0
2026-05-16 22:02:12,0.0582,0,11,3.35,0
2026-05-16 22:03:12,0.0492,0,12,3.37,0
2026-05-16 22:04:12,0.0369,0,10,3.38,0
2026-05-16 22:05:12,0.0608,0,12,3.4,0
2026-05-16 22:06:12,0.0727,0,8,3.42,0
2026-05-16 22:07:12,0.0279,0,13,3.43,0
2026-05-16 22:08:12,0.0653,0,9,3.45,0
2026-05-16 22:09:12,0.0897,0,11,3.47,0
2026-05-16 22:10:12,0.0824,0,11,3.48,0
2026-05-16 22:11:12,0.1001,0,14,3.5,0
2026-05-16 22:12:12,0.054,0,13,3.52,0
2026-05-16 22:13:12,0.072,0,13,3.53,0
2026-05-16 22:14:12,0.0399,0,12,3.55,0
2026-05-16 22:15:12,0.0804,0,7,3.57,0
2026-05-16 22:16:12,0.0357,0,7,3.58,0
2026-05-16 22:17:12,0.0541,0,12,3.6,0
2026-05-16 22:18:12,0.0896,0,11,3.62,0
2026-05-16 22:19:12,0.0922,0,8,3.63,0
2026-05-16 22:20:12,0.0256,0,11,3.65,0
2026-05-16 22:21:12,0.0675,0,11,3.67,0
2026-05-16 22:22:12,0.0185,0,10,3.68,0
2026-05-16 22:23:12,0.0339,0,12,3.7,0
2026-05-16 22:24:12,0.0674,0,9,3.72,0
2026-05-16 22:25:12,0.0499,0,8,3.73,0
2026-05-16 22:26:12,0.059,0,13,3.75,0
2026-05-16 22:27:12,0.0406,0,12,3.77,0
2026-05-16 22:28:12,0.0498,0,9,3.78,0
2026-05-16 22:29:12,0.0584,0,9,3.8,0
2026-05-16 22:30:12,0.0495,0,8,3.82,0
2026-05-16 22:31:12,0.1,0,11,3.83,0
2026-05-16 22:32:12,0.0468,0,11,3.85,0
2026-05-16 22:33:12,0.0586,0,10,3.87,0
2026-05-16 22:34:12,0.0733,0,12,3.88,0
2026-05-16 22:35:12,0.0504,0,9,3.9,0
2026-05-16 22:36:12,0.0556,0,6,3.92,0
2026-05-16 22:37:12,0.0309,0,13,3.93,0
2026-05-16 22:38:12,0.0942,0,10,3.95,0
2026-05-16 22:39:12,0.073,0,11,3.97,0
2026-05-16 22:40:12,0.1231,0,13,3.98,0
2026-05-16 22:41:12,0.059,0,9,4.0,0
2026-05-16 22:42:12,0.0296,0,11,4.02,0
2026-05-16 22:43:12,0.0467,0,8,4.03,0
2026-05-16 22:44:12,0.0489,0,8,4.05,0
2026-05-16 22:45:12,0.0957,0,12,4.07,0
2026-05-16 22:46:12,0.0619,0,13,4.08,0
2026-05-16 22:47:12,0.0637,0,9,4.1,0
2026-05-16 22:48:12,0.0927,0,12,4.12,0
2026-05-16 22:49:12,0.0416,0,10,4.13,0
2026-05-16 22:50:12,0.0449,0,8,4.15,0
2026-05-16 22:51:12,0.081,0,14,4.17,0
2026-05-16 22:52:12,0.0346,0,12,4.18,0
2026-05-16 22:53:12,0.0497,0,10,4.2,0
2026-05-16 22:54:12,0.0509,0,9,4.22,0
2026-05-16 22:55:12,0.0638,0,9,4.23,0
2026-05-16 22:56:12,0.0684,0,10,4.25,0
2026-05-16 22:57:12,0.0583,0,9,4.27,0
2026-05-16 22:58:12,0.0516,0,12,4.28,0
2026-05-16 22:59:12,0.0732,0,9,4.3,0
2026-05-16 23:00:12,0.0653,0,12,4.32,0
2026-05-16 23:01:12,0.03,0,12,4.33,0
2026-05-16 23:02:12,0.0502,0,12,4.35,0
2026-05-16 23:03:12,0.0483,0,7,4.37,0
2026-05-16 23:04:12,0.0311,0,11,4.38,0
2026-05-16 23:05:12,0.069,0,9,4.4,0
2026-05-16 23:06:12,0.0766,0,7,4.42,0
2026-05-16 23:07:12,0.0626,0,8,4.43,0
2026-05-16 23:08:12,0.051,0,11,4.45,0
2026-05-16 23:09:12,0.0469,0,10,4.47,0
2026-05-16 23:10:12,0.0843,0,9,4.48,0
2026-05-16 23:11:12,0.081,0,8,4.5,0
2026-05-16 23:12:12,0.075,0,13,4.52,0
2026-05-16 23:13:12,0.015,0,9,4.53,0
2026-05-16 23:14:12,0.0761,0,10,4.55,0
2026-05-16 23:15:12,0.0721,0,9,4.57,0
2026-05-16 23:16:12,0.0665,0,10,4.58,0
2026-05-16 23:17:12,0.0882,0,11,4.6,0
2026-05-16 23:18:12,0.0717,0,10,4.62,0
2026-05-16 23:19:12,0.0553,0,10,4.63,0
2026-05-16 23:20:12,0.073,0,10,4.65,0
2026-05-16 23:21:12,0.071,0,15,4.67,0
2026-05-16 23:22:12,0.0827,0,10,4.68,0
2026-05-16 23:23:12,0.0894,0,10,4.7,0
2026-05-16 23:24:12,0.0247,0,8,4.72,0
2026-05-16 23:25:12,0.0281,0,10,4.73,0
2026-05-16 23:26:12,0.066,0,14,4.75,0
2026-05-16 23:27:12,0.0723,0,10,4.77,0
2026-05-16 23:28:12,0.0824,0,6,4.78,0
2026-05-16 23:29:12,0.0706,0,12,4.8,0
2026-05-16 23:30:12,0.0364,0,13,4.82,0
2026-05-16 23:31:12,0.0729,0,10,4.83,0
2026-05-16 23:32:12,0.0788,0,15,4.85,0
2026-05-16 23:33:12,0.0699,0,11,4.87,0
2026-05-16 23:34:12,0.0572,0,9,4.88,0
2026-05-16 23:35:12,0.0831,0,9,4.9,0
2026-05-16 23:36:12,0.068,0,9,4.92,0
2026-05-16 23:37:12,0.0762,0,11,4.93,0
2026-05-16 23:38:12,0.0875,0,9,4.95,0
2026-05-16 23:39:12,0.0614,0,8,4.97,0
2026-05-16 23:40:12,0.058,0,11,4.98,0
2026-05-16 23:41:12,0.0821,0,8,5.0,0
2026-05-16 23:42:12,0.0845,0,13,5.02,0
2026-05-16 23:43:12,0.0754,0,14,5.03,0
2026-05-16 23:44:12,0.0518,0,8,5.05,0
2026-05-16 23:45:12,0.0318,0,13,5.07,0
2026-05-16 23:46:12,0.0805,0,10,5.08,0
2026-05-16 23:47:12,0.0731,0,8,5.1,0
2026-05-16 23:48:12,0.1165,0,11,5.12,0
2026-05-16 23:49:12,0.0699,0,12,5.13,0
2026-05-16 23:50:12,0.0774,0,11,5.15,0
2026-05-16 23:51:12,0.0521,0,11,5.17,0
2026-05-16 23:52:12,0.1056,0,13,5.18,0
2026-05-16 23:53:12,0.0999,0,9,5.2,0
2026-05-16 23:54:12,0.0484,0,10,5.22,0
2026-05-16 23:55:12,0.0694,0,12,5.23,0
2026-05-16 23:56:12,0.0345,0,13,5.25,0
2026-05-16 23:57:12,0.0653,0,9,5.27,0
2026-05-16 23:58:12,0.0483,0,7,5.28,0
2026-05-16 23:59:12,0.0851,0,10,5.3,0
2026-05-17 00:00:12,0.0429,0,8,5.32,0
2026-05-17 00:01:12,0.0621,0,14,5.33,0
2026-05-17 00:02:12,0.0637,0,7,5.35,0
2026-05-17 00:03:12,0.0641,0,10,5.37,0
2026-05-17 00:04:12,0.0151,0,10,5.38,0
2026-05-17 00:05:12,0.0645,0,12,5.4,0
2026-05-17 00:06:12,0.1062,0,12,5.42,0
2026-05-17 00:07:12,0.064,0,8,5.43,0
2026-05-17 00:08:12,0.1209,0,10,5.45,0
2026-05-17 00:09:12,0.0698,0,10,5.47,0
2026-05-17 00:10:12,0.0736,0,10,5.48,0
2026-05-17 00:11:12,0.0582,0,9,5.5,0
2026-05-17 00:12:12,0.0691,0,9,5.52,0
2026-05-17 00:13:12,0.0556,0,10,5.53,0
2026-05-17 00:14:12,0.0649,0,13,5.55,0
2026-05-17 00:15:12,0.017,0,12,5.57,0
2026-05-17 00:16:12,0.0951,0,6,5.58,0
2026-05-17 00:17:12,0.0634,0,9,5.6,0
2026-05-17 00:18:12,0.0422,0,9,5.62,0
2026-05-17 00:19:12,0.0482,0,14,5.63,0
2026-05-17 00:20:12,0.0892,0,13,5.65,0
2026-05-17 00:21:12,0.085,0,8,5.67,0
2026-05-17 00:22:12,0.0602,0,11,5.68,0
2026-05-17 00:23:12,0.0463,0,12,5.7,0
2026-05-17 00:24:12,0.0661,0,9,5.72,0
2026-05-17 00:25:12,0.0852,0,11,5.73,0
2026-05-17 00:26:12,0.0638,0,12,5.75,0
2026-05-17 00:27:12,0.0495,0,11,5.77,0
2026-05-17 00:28:12,0.0831,0,9,5.78,0
2026-05-17 00:29:12,0.0778,0,8,5.8,0
2026-05-17 00:30:12,0.0899,0,10,5.82,0
2026-05-17 00:31:12,0.061,0,12,5.83,0
2026-05-17 00:32:12,0.0575,0,7,5.85,0
2026-05-17 00:33:12,0.0405,0,11,5.87,0
2026-05-17 00:34:12,0.0462,0,14,5.88,0
2026-05-17 00:35:12,0.0302,0,13,5.9,0
2026-05-17 00:36:12,0.0762,0,10,5.92,0
2026-05-17 00:37:12,0.0611,0,11,5.93,0
2026-05-17 00:38:12,0.0714,0,12,5.95,0
2026-05-17 00:39:12,0.0745,0,10,5.97,0
2026-05-17 00:40:12,0.065,0,10,5.98,0
2026-05-17 00:41:12,0.0786,0,7,6.0,0
2026-05-17 00:42:12,0.0455,0,12,6.02,0
2026-05-17 00:43:12,0.076,0,10,6.03,0
2026-05-17 00:44:12,0.073,0,11,6.05,0
2026-05-17 00:45:12,0.062,0,8,6.07,0
2026-05-17 00:46:12,0.0768,0,8,6.08,0
2026-05-17 00:47:12,0.0811,0,7,6.1,0
2026-05-17 00:48:12,0.0936,0,11,6.12,0
2026-05-17 00:49:12,0.0782,0,12,6.13,0
2026-05-17 00:50:12,0.1065,0,12,6.15,0
2026-05-17 00:51:12,0.0365,0,7,6.17,0
2026-05-17 00:52:12,0.0609,0,10,6.18,0
2026-05-17 00:53:12,0.0838,0,9,6.2,0
2026-05-17 00:54:12,0.0773,0,8,6.22,0
2026-05-17 00:55:12,0.0614,0,7,6.23,0
2026-05-17 00:56:12,0.0553,0,7,6.25,0
2026-05-17 00:57:12,0.0543,0,12,6.27,0
2026-05-17 00:58:12,0.0549,0,15,6.28,0
2026-05-17 00:59:12,0.0839,0,10,6.3,0
2026-05-17 01:00:12,0.0569,0,11,6.32,0
2026-05-17 01:01:12,0.0627,0,10,6.33,0
2026-05-17 01:02:12,0.1255,0,10,6.35,0
2026-05-17 01:03:12,0.0974,0,9,6.37,0
2026-05-17 01:04:12,0.0738,0,14,6.38,0
2026-05-17 01:05:12,0.062,0,14,6.4,0
2026-05-17 01:06:12,0.0888,0,9,6.42,0
2026-05-17 01:07:12,0.0874,0,12,6.43,0
2026-05-17 01:08:12,0.0873,0,7,6.45,0
2026-05-17 01:09:12,0.0604,0,9,6.47,0
2026-05-17 01:10:12,0.0735,0,11,6.48,0
2026-05-17 01:11:12,0.0787,0,7,6.5,0
2026-05-17 01:12:12,0.0828,0,11,6.52,0
2026-05-17 01:13:12,0.0865,0,12,6.53,0
2026-05-17 01:14:12,0.092,0,11,6.55,0
2026-05-17 01:15:12,0.0741,0,7,6.57,0
2026-05-17 01:16:12,0.0841,0,10,6.58,0
2026-05-17 01:17:12,0.0811,0,7,6.6,0
2026-05-17 01:18:12,0.0541,0,12,6.62,0
2026-05-17 01:19:12,0.075,0,11,6.63,0
2026-05-17 01:20:12,0.0765,0,10,6.65,0
2026-05-17 01:21:12,0.0948,0,9,6.67,0
2026-05-17 01:22:12,0.078,0,9,6.68,0
2026-05-17 01:23:12,0.0675,0,9,6.7,0
2026-05-17 01:24:12,0.0807,0,9,6.72,0
2026-05-17 01:25:12,0.1015,0,8,6.73,0
2026-05-17 01:26:12,0.0727,0,9,6.75,0
2026-05-17 01:27:12,0.1055,0,10,6.77,0
2026-05-17 01:28:12,0.0973,0,7,6.78,0
2026-05-17 01:29:12,0.0821,0,12,6.8,0
2026-05-17 01:30:12,0.0785,0,12,6.82,0
2026-05-17 01:31:12,0.0666,0,13,6.83,0
2026-05-17 01:32:12,0.123,0,9,6.85,0
2026-05-17 01:33:12,0.0682,0,13,6.87,0
2026-05-17 01:34:12,0.1088,0,9,6.88,0
2026-05-17 01:35:12,0.0689,0,9,6.9,0
2026-05-17 01:36:12,0.0505,0,8,6.92,0
2026-05-17 01:37:12,0.0574,0,8,6.93,0
2026-05-17 01:38:12,0.0768,0,10,6.95,0
2026-05-17 01:39:12,0.1086,0,8,6.97,0
2026-05-17 01:40:12,0.0974,0,9,6.98,0
2026-05-17 01:41:12,0.0768,0,11,7.0,0
2026-05-17 01:42:12,0.0554,0,11,7.02,0
2026-05-17 01:43:12,0.0813,0,11,7.03,0
2026-05-17 01:44:12,0.0839,0,15,7.05,0
2026-05-17 01:45:12,0.0654,0,9,7.07,0
2026-05-17 01:46:12,0.0658,0,9,7.08,0
2026-05-17 01:47:12,0.0656,0,12,7.1,0
2026-05-17 01:48:12,0.1068,0,9,7.12,0
2026-05-17 01:49:12,0.0619,0,11,7.13,0
2026-05-17 01:50:12,0.0676,0,11,7.15,0
2026-05-17 01:51:12,0.0828,0,7,7.17,0
2026-05-17 01:52:12,0.1097,0,13,7.18,0
2026-05-17 01:53:12,0.0666,0,9,7.2,0
2026-05-17 01:54:12,0.0847,0,10,7.22,0
2026-05-17 01:55:12,0.0922,0,14,7.23,0
2026-05-17 01:56:12,0.0756,0,8,7.25,0
2026-05-17 01:57:12,0.0517,0,8,7.27,0
2026-05-17 01:58:12,0.0787,0,13,7.28,0
2026-05-17 01:59:12,0.0691,0,10,7.3,0
2026-05-17 02:00:12,0.0792,0,12,7.32,0
2026-05-17 02:01:12,0.1301,0,9,7.33,1
2026-05-17 02:02:12,0.0699,0,12,7.35,0
2026-05-17 02:03:12,0.0934,0,13,7.37,0
2026-05-17 02:04:12,0.0915,0,9,7.38,0
2026-05-17 02:05:12,0.0918,0,12,7.4,0
2026-05-17 02:06:12,0.0965,0,11,7.42,0
2026-05-17 02:07:12,0.1015,0,12,7.43,0
2026-05-17 02:08:12,0.1079,0,11,7.45,0
2026-05-17 02:09:12,0.077,0,10,7.47,0
2026-05-17 02:10:12,0.1045,0,8,7.48,0
2026-05-17 02:11:12,0.0879,0,9,7.5,0
2026-05-17 02:12:12,0.0812,0,12,7.52,0
2026-05-17 02:13:12,0.0845,0,10,7.53,0
2026-05-17 02:14:12,0.0536,0,11,7.55,0
2026-05-17 02:15:12,0.0938,0,14,7.57,0
2026-05-17 02:16:12,0.0748,0,10,7.58,0
2026-05-17 02:17:12,0.086,0,13,7.6,0
2026-05-17 02:18:12,0.0792,0,10,7.62,0
2026-05-17 02:19:12,0.0934,0,10,7.63,0
2026-05-17 02:20:12,0.0724,0,10,7.65,0
2026-05-17 02:21:12,0.1029,0,8,7.67,0
2026-05-17 02:22:12,0.0841,0,8,7.68,0
2026-05-17 02:23:12,0.1055,0,7,7.7,0
2026-05-17 02:24:12,0.0705,0,10,7.72,0
2026-05-17 02:25:12,0.1131,0,10,7.73,0
2026-05-17 02:26:12,0.0707,0,13,7.75,0
2026-05-17 02:27:12,0.053,0,5,7.77,0
2026-05-17 02:28:12,0.0908,0,9,7.78,0
2026-05-17 02:29:12,0.0617,0,11,7.8,0
2026-05-17 02:30:12,0.0871,0,8,7.82,0
2026-05-17 02:31:12,0.0567,0,11,7.83,0
2026-05-17 02:32:12,0.0954,0,9,7.85,0
2026-05-17 02:33:12,0.1194,0,7,7.87,0
2026-05-17 02:34:12,0.0521,0,8,7.88,0
2026-05-17 02:35:12,0.0817,0,10,7.9,0
2026-05-17 02:36:12,0.0779,0,10,7.92,0
2026-05-17 02:37:12,0.0578,0,12,7.93,0
2026-05-17 02:38:12,0.0813,0,12,7.95,0
2026-05-17 02:39:12,0.0899,0,11,7.97,0
2026-05-17 02:40:12,0.0945,0,10,7.98,0
2026-05-17 02:41:12,0.0961,0,12,8.0,0
2026-05-17 02:42:12,0.0872,0,11,8.02,0
2026-05-17 02:43:12,0.0816,0,12,8.03,0
2026-05-17 02:44:12,0.0699,0,13,8.05,0
2026-05-17 02:45:12,0.0828,0,7,8.07,0
2026-05-17 02:46:12,0.0862,0,8,8.08,0
2026-05-17 02:47:12,0.1006,0,8,8.1,0
2026-05-17 02:48:12,0.0749,0,6,8.12,0
2026-05-17 02:49:12,0.0749,0,5,8.13,0
2026-05-17 02:50:12,0.0523,0,11,8.15,0
2026-05-17 02:51:12,0.0998,0,10,8.17,0
2026-05-17 02:52:12,0.0649,0,9,8.18,0
2026-05-17 02:53:12,0.0842,0,7,8.2,0
2026-05-17 02:54:12,0.1144,0,11,8.22,0
2026-05-17 02:55:12,0.08,0,10,8.23,0
2026-05-17 02:56:12,0.0887,0,5,8.25,0
2026-05-17 02:57:12,0.0797,0,8,8.27,0
2026-05-17 02:58:12,0.0647,0,9,8.28,0
2026-05-17 02:59:12,0.1208,0,11,8.3,0
